"paper","authors","title","position","contribution ID"
"TUP008","P.E. Evtushenko, T.E. Cowan, U. Lehnert, P. Michel","Concept of High-Power CW IR-THz Source for the Radiation Source Elbe Upgrade",59,2173
"TUP009","P. Rauer, I. Bahns, W. Hillert, J. Rossbach, W. Decking, H. Sinn","Integration of an XFELO at the European XFEL Facility",62,1919
"TUP010","Y. Honda, A. Aryshev, R. Kato, T. Miyajima, T. Obina, M. Shimada, R. Takai, T. Uchiyama, N. Yamamoto","Stimulated Emission of THz Coherent Diffraction Radiation",,1865
"TUP011","Y. Honda, R. Kato, M. Shimada, F. Sakamoto, K. Kawase","Upgrade Options for Infrared FEL to be Constructed at cERL",,1866
"TUP012","M.R. Asakawa, S. Yamaguchi","Smith-Purcell Radiation Emitted by Pico-second Electron Bunches from a 30 keV Photo-Electron Gun",66,1861
"TUP013","H. Zen, H. Ohgaki, R. Hajima","High Extraction Efficiency Operation of Mid-Infrared Free Electron Laser in Kyoto University Enabled by Dynamic Cavity Desynchronization",,1801
"TUP014","H. Saito, H. Hama, S. Kashiwagi, N. M. Morita, T. Muto, K. Nanbu, H. Yamada","Crossed-Undulator Configuration for Variable Polarized THz Source",69,1863
"TUP015","D. Wu, T.H. He, L.B. Li, M. Li, P. Li, X. Luo, Q. Pan, L.J. Shan, X. Shen, H. Wang, J. Wang, D.X. Xiao, L.G. Yan, P. Zhang, K. Zhou","Design of High-Repetition Terahertz Super-Radiation Based on CAEP THz FEL Superconducting Beamline",73,2068
"TUP016","S. Bae, M.Y. Jeon, T. Yun, B.A. Gudkov, K.H. Jang, Y.U. Jeong, K. Lee, S.V. Miginsky","Development of a Compact THz FEL Using a Hybrid Electro-Magnetic Planar Undulator With Horizontal Focusing Force",,2149
"TUP017","J.H. Ko, H.-S. Kang","Terahertz FEL Simulation in PAL XFEL",77,1602
"TUP018","A. Malkin, N.S. Ginzburg, A. Sergeev, I.V. Zheleznov, I.V. Zotova, M.I. Yalandin, V.Yu. Zaslavsky","Superradiant Emission of Electron Bunches Based on Cherenkov Excitation of Surface Waves in 1D and 2D Periodical Lattices: Theory and Experiments",80,2019
"TUP019","A.V. Savilov, I.V. Bandurkin, Yu.S. Oparina, N.Yu. Peskov","Regime of Multi-Stage Non-Resonant Trapping in Free Electron Lasers",83,1875
"TUP020","A.V. Savilov, Yu.S. Oparina, N.Yu. Peskov","Terahertz Free Electron Maser Based on Excitation of a Talbot-Type Super-Mode in an Oversized Microwave System",87,1917
"TUP021","V.Yu. Zaslavsky, N.S. Ginzburg, A. Malkin, N.Yu. Peskov, A. Sergeev, A.V. Arzhannikov, E.S. Sandalov, S.L. Sinitsky, D.I. Skovorodin, A.A. Starostenko","Development of Powerful Long-Pulse Terahertz Band FELs Based on Linear Induction Accelerators",91,2166
"TUP023","O.A. Shevchenko, N.A. Vinokurov","Analytical and Numerical Comparison of Different Approaches to the Description of SASE in High Gain FELs",94,2062
"TUP024","O.A. Shevchenko, E.V. Bykov, S.V. Tararyshkin, Ya.V. Getmanov, S.S. Serednyakov, M.V. Fedin, A.R. Melnikov, S.L. Veber","Electronic Modulation of the FEL-Oscillator Radiation Power Driven by ERL",98,1983
"TUP025","A. Aksoy, Ö. Karsli, C. Kaya, &#304;.B. Koc, O.F. Elcim","Current Status of Free Electron Laser @ TARLA",102,2021
"TUP026","P. Pongchalee, B.W.J. McNeil","Unaveraged Simulation of a Regenerative Amplifier Free Electron Laser",106,2015
"TUP027","R.R. Lindberg","Modelling Crystal Misaligments for the X-ray FEL Oscillator",110,1481
"TUP028","R.R. Lindberg, K. Kim","Power Variations of an X-ray FEL Oscillator in Saturation",114,1823
"TUP029","Yu. Shvyd'ko","Efficient Output Coupling From X-Ray Free-Electron Laser Cavities",,2094
"TUP030","H. Freund, Yu. Shvyd'ko, P.J.M. van der Slot","An X-ray Regenerative Amplifier Free-Electron Laser Using Diamond Pinhole Mirrors",,1501
"TUP031","J. Yan, H. Hao, P. Liu, S.F. Mikhailov, V. Popov, Y.K. Wu, N.A. Vinokurov, J.Y. Li, S. Huang, V. Litvinenko","Precision Gamma-Ray Beam Polarization Control Enabled Using Crossed Undulator Oscillator FEL",,2484
"TUP032","G. Marcus, Y. Ding, Y. Feng, A. Halavanau, Z. Huang, J. Krzywinski, J.P. MacArthur, R.A. Margraf, T.O. Raubenheimer, D. Zhu, V. Fiadonu","Regenerative Amplification for a Hard X-Ray Free-Electron Laser",118,2144
"TUP033","J. Krzywinski, Y. Feng, A. Halavanau, Z. Huang, A.M. Kiss, J.P. MacArthur, G. Marcus, T. Sato, D. Zhu","Q-Switching of X-Ray Optical Cavities by Using Boron Doped Buried Layer Under a Surface of a Diamond Crystal",122,2449
"TUP035","G. Marcus, D.K. Bohler, Y. Ding, W.M. Fawley, Y. Feng, E. Hemsing, Z. Huang, J. Krzywinski, A.A. Lutman, D.F. Ratner","Sensitivity of LCLS Self-Seeded Pedestal Emission to Laser Heater Strength",126,2147
"TUP036","P. Musumeci, A.C. Fisher, S.B. van der Geer, E.A. Nanni, E.J.C. Snively, A. Gover","A Waveguide-Based High Efficiency Super-Radiant FEL Operating in the THz Regime",127,1702
"TUP037","Y.S. Li, K. Kim, R.R. Lindberg","Optimization of the Transverse Gradient Undulator (TGU) for Application in a Storage Ring Based XFELO",131,1643
"TUP038","Y.S. Li, K. Kim, R.R. Lindberg","Axial Symmetry in Spontaneous Undulator Radiation for XFELO Two-Bunch Experiment",134,1644
"TUP039","E.A. Peter, A. Endler, F.B. Rizzato, S. Marini","Radiation Reaction, Space-Charge and Thermal Effects in Free-Electron Lasers",,1081
"TUP041","H. Jeevakhan, G. Mishra","X-cos SCILAB Model  for Simulation of Intensity and Gain of Planar Undulator Radiation",138,1061
"TUP042","H. Jeevakhan, G. Mishra","Analysis of Undulator Radiations With Asymmetric Beam and Non-Periodic Magnetic Field",141,1021
"TUP043","M. Alimohamadi, A. Zarei","Investigation Quantum Regime of a Plasma-Wave-Pumped Ion-Channel Free-Electron Laser",,1922
"TUP047","Q.K. Jia","An Analysis of Optimal Initial Detuning for Maximum Energy-Extraction Efficiency",145,1761
"TUP048","V.V. Gorev","Collapsing Cylindrical Long Shells Filled the Periodical Magnetic Field",,2202
"TUP049","P. Traczykowski, L.T. Campbell, B.W.J. McNeil","Simulating Shot-Noise of 'Real' Electron Bunches",149,2007
"TUP050","P. Traczykowski, B.W.J. McNeil, P.J.M. van der Slot, L.T. Campbell, J. Henderson, H. Freund","Comparison Between, and Validation Against an Experiment of, a Slowly-varying Envelope Approximation Code and a Particle-in-Cell Simulation Code for Free-Electron Lasers",153,2006
"TUP051","B.M. Alotaibi, R. Altuijri, A.F. Habib, B. Hidding, B.W.J. McNeil, P. Traczykowski","Plasma Accelerator Driven Coherent Spontaneous Emission",157,2009
"TUP052","L. Elias","Collective Power Radiated by Individual Electrons in a Pulse",,1181
"TUP053","J.-W. Park, K.-J. Kim, R.R. Lindberg","An Investigation of Possible Non-Standard Photon Statistics in a Free-Electron Laser I: Experiment",161,1934
"TUP054","J.-W. Park, R.R. Lindberg, K.-J. Kim","An Investigation of Possible Non-Standard Photon Statistics in a Free-Electron Laser II: Theory",165,1935
"TUP055","E. Schneidmiller, M. Braune, B. Faatz, U. Jastrow, M. Kuhlmann, A.A. Sorokin, K.I. Tiedtke, M.V. Yurkov","Two-Color Operation of FLASH2 Undulator",168,1873
"TUP056","E. Schneidmiller, V. Balandin, W. Decking, M. Dohlus, N. Golubeva, D. Noelle, M.V. Yurkov, I. Zagorodnov, Y. Li, S. Molodtsov, H. Sinn, S. Tomin, G. Geloni, J. Pflueger, S. Serkez, T. Tanikawa","Feasibility Studies of the 100 keV Undulator Line of the European XFEL",172,1909
"TUP057","E. Schneidmiller, M.V. Yurkov","Analysis of Parameter Space of Soft X-Ray Free Electron Laser at the European XFEL Driven by High and Low Energy Electron Beam",176,2561
"TUP058","V. Balandin, B. Beutner, F. Brinker, W. Decking, M. Dohlus, L. Froehlich, U. Jastrow, R. Kammering, T. Limberg, D. Noelle, M. Scholz, A.A. Sorokin, K.I. Tiedtke, M.V. Yurkov, I. Zagorodnov, J. Liu, L. Samoylova, U. Boesenberg, W. Freund, J. Grünert, A. Koch, N.G. Kujala, Th. Maltezopoulos, M. Messerschmidt, I. Petrov, H. Sinn","First Characterization of the Photon Beam at the European XFEL in July, 2017",180,2541
"TUP059","E. Schneidmiller, M.V. Yurkov","Influence of Energy Chirp in the Electron Beam and Undulator Tapering on Spatial Properties of the Radiation From Seeded and SASE FEL",184,2196
"TUP060","I. Zagorodnov, M. Dohlus, E. Schneidmiller, M.V. Yurkov","An Advanced Compression Option for the European XFEL",187,2004
"TUP061","S. Serkez, G. Geloni, S. Karabekyan, T. Tanikawa, A. Trebushinin, C. Boffo, M. Dohlus, E. Schneidmiller, M.V. Yurkov, I. Zagorodnov, Y. Li, S. Tomin, F. Wolff-Fabris, S. Casalbuoni","Super-X: Simulations for Extremely Hard X-Ray Generation With Short Period Superconducting Undulators for the European XFEL",191,2000
"TUP062","S. Serkez, G. Geloni, J. Grünert, S. Karabekyan, A. Koch, J. Laksman, Th. Maltezopoulos, W. Decking, L. Froehlich, V. Kocharyan, Y.A. Kot, E. Saldin, E. Schneidmiller, M. Scholz, M.V. Yurkov, I. Zagorodnov, N. Gerasimova, T. Mazza, M. Meyer, S. Tomin, M. Huttula, E. Kukk","Two Colors at the SASE3 Line of the European XFEL: Project Scope and First Measurements",195,2031
"TUP063","N. Huang, H.X. Deng, B. Liu, D. Wang","Physical Design and FEL Performance Study for FEL-III Beamline of SHINE",199,2441
"TUP064","M.H. Cho, C.H. Shim, H.-S. Kang, G. Kim, H. Yang","Effect on FEL Gain Curve Using Phase Shifters",203,1782
"TUP065","I.G. Jeong, M.Y. Han, J.Y. Lee, S.H. Lee, Y.J. Joo, H.R. Lee, P. Buaphad, Y. Kim","Optimization of a Coherent Undulator Beamline for New Advanced Synchrotron Light Source in Korea",206,1903
"TUP066","W. Qin, J. Andersson, L. Isaksson, M. Kotur, E. Mansten, M.A. Pop, S. Thorin, F. Curbis, S. Werin","Start-to-End Simulations for the Soft X-Ray FEL at the MAX IV Laboratory",210,2098
"TUP067","W. Qin, M.A. Pop, F. Curbis, S. Werin","Advanced Concepts in the Design for the Soft X-Ray FEL at MAX IV",214,2097
"TUP068","P. Dijkstal, A. Malyzhenkov, E. Prat, S. Reiche","Simple Method to Generate Two-Color FEL Pulses Using a Sextupole Magnet",,2193
"TUP069","E. Prat, S. Reiche","A Simple and Compact Scheme to Enhance the Brightness of SASE-FELs",,2342
"TUP070","E. Prat, S. Reiche","Compact Coherence Enhancement by Subharmonic Self-Seeding in X-Ray FELs",,2343
"TUP071","S. Reiche, E. Ferrari, E. Prat, T. Schietinger, A. Saa Hernandez","Recent Results of the Large Bandwidth Operation at SwissFEL",,2341
"TUP072","J.F. Morgan, B.W.J. McNeil, B.D. Muratori, P.H. Williams, A. Wolski","Orbital Angular Momentum from SASE",218,1913
"TUP073","S. Ackermann, B. Faatz, V. Grattoni, C. Lechner, G. Paraskaki, G. Geloni, S. Serkez, T. Tanikawa, W. Hillert","High-Repetition-Rate Seeding Schemes Using a Resonator-Amplifier Setup",222,1939
"TUP074","V. Grattoni, S. Ackermann, B. Faatz, T. Lang, C. Lechner, M.M. Mohammad Kazemi, G. Paraskaki, W. Hillert","FLASH Upgrade for Seeding",226,2066
"TUP076","C. Lechner, S. Ackermann, R.W. Assmann, B. Faatz, V. Grattoni, I. Hartl, S.D. Hartwell, R. Ivanov, T. Laarmann, T. Lang, M.M. Mohammad Kazemi, G. Paraskaki, A. Przystawik, J. Zheng, S. Khan, A. Azima, H. Biss, M. Drescher, W. Hillert, V. Miltchev, J. Rossbach","Seeding R&D at sFLASH",230,2186
"TUP077","G. Paraskaki, S. Ackermann, B. Faatz, V. Grattoni, C. Lechner, M. Mehrjoo, G. Geloni, S. Serkez, T. Tanikawa, W. Hillert","Study of a Seeded Oscillator-Amplifier FEL",234,2086
"TUP078","G. Paraskaki, S. Ackermann, B. Faatz, V. Grattoni, C. Lechner, J. Zemella, W. Hillert","Impact of Electron Beam Energy Chirp on Seeded FELs",238,2084
"TUP079","G. Geloni, S. Karabekyan, D. La Civita, S. Serkez, R.A. Shayduk, H. Sinn, M. Yakopov, J.W.J. Anton, S.P. Kearney, D. Shu, W. Decking, V. Kocharyan, S. Liu, E. Negodin, E. Saldin, T. Wohlenberg, L. Samoylova, V. Sleziona, M. Vannoni, X. Dong, V.D. Blank, S. Terentiev","Status of the Hard X-Ray Self-Seeding Setup at the European XFEL",242,1997
"TUP080","A. Meyer auf der Heide, B. Büsing, S. Khan, D. Krieg, C. Mai","Harmonic Off-Axis Seeding at the DELTA Short-Pulse Source",246,1984
"TUP081","M.B. Danailov, P. Cinquegrana, A.A. Demidovich, G. Kurdi, I. Nikolov, P. Sigalotti","Critical Aspects  and  New Configurations  of the FERMI Seed Laser",,2020
"TUP082","N.S. Mirian, E. Allaria, G. De Ninno, W.M. Fawley, G. Gaio, G. Penco, P. Rebernik Ribic, C. Spezzani, M. Trovo, L. Giannessi, E. Ferrari, E. Hemsing","Measurements of the Impact of Seed Laser Chirp on EEHG FEL Spectra",,2091
"TUP083","S. Spampinati, E. Allaria, L. Giannessi, P. Rebernik Ribic","Energy Spread Impact on HGHG and EEHG FEL Pulse Energy",250,2180
"TUP084","V. Petrillo","High Repetition Rate and Coherent Free-Electron Laser in the X-rays Range Tailored for Linear Spectroscopy",,1681
"TUP085","C. Feng, X.F. Wang, Z.T. Zhao","Angular Dispersion Enabled Microbunching for Coherent EUV and Soft X-Ray FEL Generation in Storage Rings",,1708
"TUP086","C. Feng","Echo-Enabled Harmonic Generation at Shanghai Soft X-Ray FEL Facility",,2063
"TUP087","T. Liu, X. Dong, C. Feng","Start-to-end Simulations of the Reflection Hard X-Ray Self-Seeding at the SHINE Project",254,1948
"TUP088","K.S. Zhou, H.X. Deng, B. Liu, D. Wang","Numerical Simulations for Generating Fully Coherent Soft X-Ray Free Electron Lasers With Ultra-Short Wavelength",258,2223
"TUP090","M.A. Pop, W. Qin, F. Curbis, S. Werin","Considerations on Implementing EEHG with a Strong Linear Chirp",262,2016
"TUP091","S.Y. Teng, C.H. Chen, W.K. Lau, A.P. Lee","Start-to-End Simulation of the NSRRC Seeded VUV FEL",266,1908
"TUP092","A. Halavanau, C. Emma, E. Hemsing, A.A. Lutman, G. Marcus, C. Pellegrini","XFEL Third Harmonic Statistics Measurement at LCLS",269,1841
"TUT01","A. Gover, A. Friedman, R. Ianconescu, C. Emma, P. Musumeci, N.S. Sudar, C. Pellegrini","Superradiance and Stimulated-Superradiant Emission of Bunched Electron Beams",288,2301
"WEA01","H.J. Qian, E. Vogel","Overview of CW RF Guns for Short Wavelength FELs",290,2014
"WEA02","N.A. Moody, J. Smedley","State-of-the-Art Photocathodes and New Developments",,2461
"WEA03","Y. Chen, M. Gross, P.W. Huang, I.I. Isaev, C. Koschitzki, M. Krasilnikov, S. Lal, O. Lishilin, G. Loisch, D. Melkumyan, R. Niemczyk, A. Oppelt, H.J. Qian, H. Shaker, G. Shu, F. Stephan, G. Vashchenko","Emittance Budget in the Transition Regime Between Linear Emission and Space Charge Dominated Photoemission",,1723
"WEA04","L. Monaco, P. Michelato, D. Sertore, G. Guerini Rocco, C. Pagani","Growing and Characterization of Cs2Te Photocatodes with Different Thicknesses at INFN LASA",297,2022
"WEB01","G. Kube, S. Liu, A.I. Novokshonov, M. Scholz","Identification and Mitigation of Smoke-Ring Effects in Scintillator-Based Electron Beam Images at the European XFEL",301,2001
"WEB02","G.L. Orlandi, S. Borrelli, Ch. David, E. Ferrari, V. Guzenko, B. Hermann, O. Huerzeler, R. Ischebeck, C. Lombosi, C. Ozkan Loch, E. Prat, M. Ferianis, G. Penco, M. Veronese, N. Cefarin, S. Dal Zilio, M. Lazzarino","Wire-Scanners with Sub-Micrometer Resolution: Developments and Measurements",307,1621
"WEB03","E. Fol, R. Tomas, G. Franchetti, J.M. Coello de Portugal","Application of Machine Learning to Beam Diagnostics",311,1812
"WEB04","S. Schulz, M.K. Czwalinna, M. Felber, M. Fenner, C. Gerth, T. Kozak, T. Lamb, B. Lautenschlager, F. Ludwig, U. Mavric, J. Mueller, S. Pfeiffer, H. Schlarb, Ch. Schmidt, C. Sydlo, M. Titberidze, F. Zummack","Few-Femtosecond Facility-Wide Synchronization of the European XFEL",318,2101
"WED01","T. Schmidt, M. Aiba, A.D. Alarcon, C. Arrell, S. Bettoni, M. Calvi, A. Cassar, E. Ferrari, R. Follath, R. Ganter, N. Hiller, P.N. Juranic, C. Kittel, F. Loehl, E. Prat, S. Reiche, T. Schietinger, D. Voulot, U.H. Wagner, N.J. Sammut","Experience with Short-Period, Small Gap Undulators at the SwissFEL Aramis Beamline",564,2189
"WED02","F. Wolff-Fabris, J. Pflueger, H. Sinn, W. Decking, D. Noelle, F. Schmidt-Foehre, A. Hedqvist, F. Hellberg","Absorbed Radiation Doses on the European XFEL Undulator Systems During Early User Experiments",569,1915
"WED03","J. Grünert, W. Freund, A. Koch, N.G. Kujala, J. Laksman, Th. Maltezopoulos, M.P. Planas, F. Dietrich, J. Liu","Pulse Resolved Photon Diagnostics at MHz Repetition Rates",,2155
"WED04","W. Freund, S. Karabekyan, A. Koch, L. Froehlich, D. Noelle, J. Wilgen, J. Grünert, J. Liu","Undulator Adjustment with the K-Monochromator System at the European XFEL",,1543
"WEP001","E. Roussel, S. Bielawski, C. Evain, C. Szwaj, N. Adhlakha, P. Cinquegrana, S. Di Mitri, P. Di Pietro, A. Perucchi, M. Veronese","Development of a THz Oscilloscope for the Detection of Electric Fields in the 1-10 THz Range at the TeraFERMI Beamline",,2361
"WEP002","E. Roussel, S. Bielawski, C. Evain, C. Szwaj, C. Gerth, B. Steffen","Photonic Time-Stretch Electro-Optic Sampling of Electron Bunches at European XFEL",,2401
"WEP003","K. Shafak, A. Berlin, E. Cano Vargas, H.P.H. Cheng, A. Dai, J. Derksen, M. Neuhaus, P. Schiepel, F.X. Kaertner","Balanced Optical-Microwave Phase Detector for 800-nm Pulsed Lasers with Sub-Femtosecond Resolution",322,1999
"WEP004","E. Cano Vargas, F.X. Kaertner, A. Berlin, H.P.H. Cheng, A. Dai, J. Derksen, P. Schiepel, K. Shafak","Timing Stability Comparison Study of RF Synthesis Techniques",325,2003
"WEP005","B. Beutner","A Post-Undulator X-Band TDS Diagnostics Line for the European XFEL",,1912
"WEP006","F. Christie, J. Roensch-Schulenburg, M. Vogt","A PolariX TDS for the FLASH2 Beamline",328,1302
"WEP007","M. Felber, E.P. Felber, M. Fenner, T. Kozak, T. Lamb, J. Mueller, K.P. Przygoda, H. Schlarb, S. Schulz, C. Sydlo, M. Titberidze, F. Zummack","Usage of the MicroTCA.4 Electronics Platform for Femtosecond Synchronization Systems",332,1642
"WEP008","L. Froehlich, A. Aghababyan, V. Balandin, B. Beutner, F. Brinker, W. Decking, N. Golubeva, O. Hensler, Y. Janik, R. Kammering, H. Kay, T. Limberg, S. Liu, D. Noelle, F. Obier, M. Omet, M. Scholz, T. Wamsat, T. Wilksen, J. Wortmann","Multi-Beamline Operation at the European XFEL",335,1882
"WEP009","R. Kammering","Long Term Stability and Slow Feedback Performance at the European XFEL",339,2011
"WEP010","T. Lamb, M. Felber, T. Kozak, J. Mueller, H. Schlarb, S. Schulz, C. Sydlo, M. Titberidze, F. Zummack","Femtosecond Laser-to-RF Synchronization and RF Reference Distribution at the European XFEL",343,2024
"WEP011","S. Pfeiffer, L. Butkowski, M.K. Czwalinna, B. Dursun, C. Gerth, B. Lautenschlager, H. Schlarb, Ch. Schmidt","Longitudinal Intra-Train Beam-Based Feedback at FLASH",346,2010
"WEP012","N.M. Lockmann, C. Gerth, B. Schmidt, S. Wesch","THz Spectroscopy with MHz Repetition Rates for Bunch Profile Reconstructions at European XFEL",350,1741
"WEP013","F. Obier, W. Decking, M. Huening, J. Wortmann","Fast Kicker System for European XFEL Beam Distribution",353,1803
"WEP014","F. Obier, W. Decking, M. Huening, J. Wortmann","Long Pulse Kicker for European XFEL Beam Distribution",357,1809
"WEP015","B. Steffen, M.K. Czwalinna, C. Gerth, S. Bielawski, C. Evain, E. Roussel, C. Szwaj","Electro-Optical Bunch Length Detection at the European XFEL",360,1905
"WEP016","M. Titberidze, M. Felber, T. Kozak, T. Lamb, J. Mueller, H. Schlarb, S. Schulz, C. Sydlo, F. Zummack","Precise Laser-to-RF Synchronization of Photocathode Lasers",364,2030
"WEP017","M. Chen, N. Awari, M. Bawatna, J.-C. Deinert, S. Germanskiy, I.E. Ilyakov, S. Kovalev, Zhe. Wang, M. Gensch","Pulse and Field-Resolved Photon Diagnostics at a Superradiant THz User Facility",,2168
"WEP018","I.E. Ilyakov, J.-C. Deinert, S. Kovalev, L. Foglia, G. Kurdi, R. Mincigrucci, E. Principi, N. Agarwal, R. Carley, L. Le Guyader, J. Liu, A. Scherz, A.A. Yaroslavtsev, T. Kampfrath, M. Gensch","Single-Shot Arrival Time Monitor Based on XUV-THz Conversion",,2156
"WEP019","A. Penirschke, M.K. Czwalinna, H. Schlarb, W. Ackermann","Concept of a Novel High-Bandwidth Arrival Time Monitor for Very Low Charges as a Part of the All-Optical Synchronization Systems at XFEL and FLASH",368,2463
"WEP020","A. Haj Yhya","Thomson Scattering of Intense Laser Pulses from Beams and Plasmas",,2344
"WEP021","P. Sigalotti, P. Cinquegrana, M.B. Danailov, A.A. Demidovich, G. Kurdi, I. Nikolov, M. Veronese","Architecture of the Synchronization, Delay and Timing of the Multifunctional FERMI Seed Laser System",,2195
"WEP023","J. Wang, P. Li, D.X. Xiao","Kicker Pulse Generation Using Parameter Fitting Method for Continuous Bunch Trains",,2082
"WEP024","T.H. He, C.L. Lao, P. Li, X. Luo, L.J. Shan, K. Zhou","1.3 GHz Solid State Power Amplifier for the Buncher in CTFEL Facility",371,1862
"WEP025","L.B. Li, X. Jin, C.L. Lao, M. Li, P. Li, J. Wang, X. Yang","The Design of Optical Synchronization Between THz Laser and Mode-Locked Ti: Sapphire Laser",,1904
"WEP026","K. Zhou, P. Li, A. Arnold, S. Ma, J. Schaber, J. Teichert, R. Xiang","Preliminary Geometry Optimization of a 3.5-Cell SRF Gun Cavity at ELBE Based on Beam Dynamics",374,1281
"WEP027","L.G. Yan, L.J. Chen, D.R. Deng, P. Li","A Fast and Accurate Method to Shim Undulator Using Multi-Objective GA",378,1925
"WEP028","S. Chen, J.W. Yan, H.X. Deng, B. Liu, D. Wang, R. Wang","Design of the Beam Distribution System for the Shanghai Soft X-Ray FEL User Facility",,2081
"WEP030","J. Kim, I.J. Jeon, D. Kim, D. Kwon","All-Fiber Photonic, Ultralow-Noise, Robust Optical and Microwave Signal Generators for FELs and UED",382,1781
"WEP031","J. Shin, J. Kim, I.H. Baek, Y.U. Jeong, H.W. Kim, K. Oang, S. Park","Timing Synchronization Activities for Drift-Free Operation of Ultrafast Electron Diffraction System at KAERI",385,2095
"WEP032","I.H. Nam, M.H. Cho, C.H. Shim, H.-S. Kang, C. Kim, G. Kim, C.-K. Min, D.H. Na, H. Yang","Temporal Diagnostics of X-Ray Free Electron Laser Pulse by Using a Narrow Slotted Foil",,1931
"WEP034","M.A. Pop, E. Allaria, F. Curbis","Characterization of FEL Spectra Using Specific Figures of Merit",388,2064
"WEP035","S. Fahlström, M. Hamberg, C. Gerth, N.M. Lockmann, B. Steffen","NIR Spectrometer for Bunch-Resolved, Non-Destructive Studies of Microbunching at European XFEL",392,1924
"WEP036","P. Craievich, M. Bopp, H.-H. Braun, A. Citterio, R. Ganter, T. Kleeb, F. Marcellini, M. Pedrozzi, E. Prat, S. Reiche, S. Pitman, K. T. Szypula, W.L. Millar, N. Catalan-Lasheras, V. del Pozo Romano, A. Grudiev, G. McMonagle, W. Wuensch, R.W. Assmann, F. Christie, R.T.P. D'Arcy, U. Dorda, M. Foese, P. Gonzalez Caminal, M. Hoffmann, M. Huening, R. Jonas, O. Krebs, S. Lederer, V. Libov, B. Marchetti, D. Marx, J. Osterhoff, M. Reukauff, H. Schlarb, S. Schreiber, G. Tews, M. Vogt, A. Wagner","The PolariX-TDS Project: Bead-Pull Measurements and High-Power Test on the Prototype",396,1811
"WEP037","Z. Geng, J. Alex, V.R. Arsov, P. Craievich, C.H. Gough, R. Kalt, T. Lippuner, F. Loehl, M. Pedrozzi, E. Prat, S. Reiche","RF Jitter and Electron Beam Stability in the SwissFEL Linac",400,1821
"WEP038","M. Paraliev, S. Dordevic, R. Ganter, C.H. Gough, N. Hiller, R.A. Krempaska, D. Voulot","Commissioning and Stability Studies of the SwissFEL Bunch-Separation System",404,1201
"WEP041","A.H. Lumpkin, D.W. Rule","Feasibility of Single-Shot Microbunching Diagnostics for a Pre-Bunched Beam at 266 nm",408,2034
"WEP042","A.H. Lumpkin, D.R. Edstrom, J. Ruan, R.M. Thurman-Keup","Observations of Short-Range Wakefield Effects in TESLA-Type Superconducting RF Cavities",412,2033
"WEP043","Z. Zhang, C. Adolphsen, Y. Ding, T.O. Raubenheimer","Multi-Energy Operation Analysis in a Superconducting Linac Based on off-Frequency Detune Method",416,1421
"WEP044","H. Ye","Circular Dichroism of Electrons Photoemitted From an Emitter Array of Au Nanospirals",,2077
"WEP045","V. Vogel (Fogel), M. Bousonville, A. Cherepenko, S. Choroba, H.-J. Eckoldt, T. Grevsmuehl, V.V. Katalev, K. Machau, P. Morozov, B. Yildirim","Status of the Klystrons for the European XFEL after Commissioning and First User Operation Phase",420,1920
"WEP046","L. Winkelmann, A. Choudhuri, U. Grosse-Wortmann, I. Hartl, C. Li, C. Mohr, J. Mueller, F. Peters, S. Pfeiffer, S.H. Salman","The European XFEL Photocathode Laser",423,2197
"WEP047","S. Lederer, F. Brinker, S. Schreiber, L. Monaco, D. Sertore","Update on the Photocathode Lifetime at FLASH and European XFEL",427,2100
"WEP048","S. Schreiber, C. Gruen, K. Klose, J. Roensch-Schulenburg, B. Steffen","FLASH Photoinjector Laser Systems",430,2170
"WEP049","B. Yildirim, S. Choroba, V.V. Katalev, P. Morozov, Y. Nachtigal, E.M. Apostolov","RF Power Waveguide Distribution for the RF Gun of the European XFEL at DESY",434,1986
"WEP050","C. Koschitzki, Y. Chen, J.D. Good, M. Gross, M. Krasilnikov, G. Loisch, R. Niemczyk, F. Stephan, T. Lang, L. Winkelmann, E. Khazanov, S. Mironov","Status of Chirped Pulse Laser Shaping for the PITZ Photoinjector",437,1990
"WEP051","M. Krasilnikov, P. Boonpornprasert, Y. Chen, G.Z. Georgiev, J.D. Good, M. Gross, P.W. Huang, I.I. Isaev, C. Koschitzki, S. Lal, X. Li, O. Lishilin, G. Loisch, D. Melkumyan, R. Niemczyk, A. Oppelt, H.J. Qian, H. Shaker, G. Shu, F. Stephan, G. Vashchenko, M. Dohlus, E. Vogel","PITZ Experimental Optimization for the Aimed Cathode Gradient of a Superconducting CW RF Gun",440,1998
"WEP052","X. Li, P. Boonpornprasert, Y. Chen, J.D. Good, M. Gross, I.I. Isaev, C. Koschitzki, M. Krasilnikov, S. Lal, O. Lishilin, G. Loisch, D. Melkumyan, R. Niemczyk, A. Oppelt, H.J. Qian, H. Shaker, G. Shu, F. Stephan, G. Vashchenko","Simulation Studies on the Saturated Emission at PITZ",444,2501
"WEP053","S.K. Mohanty, P. Michelato, L. Monaco, D. Sertore, G. Guerini Rocco, C. Pagani","Development of a Multialkali Antimonide Photocathode at INFN LASA",448,2023
"WEP054","H. Shaker, S. Lal, H.J. Qian, G. Shu, F. Stephan","Beam Dynamics Optimization of a Normal-Conducting Gun Based CW Injector for the European XFEL",452,2522
